Abeomelomys sevia
Stylodipus sungorus
Stylodipus telum
Submyotodon caliginosus
Submyotodon latirostris
Submyotodon moupinensis
Subulo gouazoubira
Suncus ater
Suncus dayi
Suncus etruscus
Suncus fellowesgordoni
Suncus hututsi
Suncus infinitesimus
Suncus lixus
Suncus madagascariensis
Suncus malayanus
Suncus megalura
Suncus montanus
Suncus murinus
Suncus niger
Suncus remyi
Suncus sorella
Suncus stoliczkanus
Suncus varilla
Sundamys annandalei
Sundamys infraluteus
Sundamys maxi
Sundamys muelleri
Sundasciurus altitudinis
Sundasciurus brookei
Sundasciurus fraterculus
Sundasciurus hippurus
Sundasciurus hoogstraali
Sundasciurus jentinki
Sundasciurus juvencus
Sundasciurus lowii
Sundasciurus mindanensis
Sundasciurus moellendorffi
Sundasciurus philippinensis
Sundasciurus rabori
Sundasciurus robinsoni
Sundasciurus samarensis
Sundasciurus steerii
Sundasciurus tahan
Sundasciurus tenuis
Surdisorex norae
Surdisorex polulus
Suricata suricatta
Sus barbatus
Sus bucculentus
Sus cebifrons
Sus celebensis
Sus philippensis
Sus scrofa
Sus verrucosus
Syconycteris australis
Sylvicapra grimmia
Sylvilagus andinus
Sylvilagus aquaticus
Sylvilagus audubonii
Sylvilagus audubonii/nuttallii
Sylvilagus bachmani
Sylvilagus brasiliensis
Sylvilagus cunicularius
Sylvilagus dicei
Sylvilagus floridanus
Sylvilagus nuttallii
Sylvilagus obscurus
Sylvilagus palustris
Sylvilagus robustus
Sylvilagus transitionalis
Sylvisorex akaibei
Sylvisorex granti
Sylvisorex howelli
Sylvisorex johnstoni
Sylvisorex konganensis
Sylvisorex lunaris
Sylvisorex morio
Sylvisorex ollula
Sylvisorex oriundus
Sylvisorex vulcanorum
Symphalangus syndactylus
Synaptomys borealis
Synaptomys cooperi
Syncerus caffer
Syntheosciurus brochus
Tachyglossus aculeatus
Tachyoryctes ankoliae
Tachyoryctes audax
Tachyoryctes daemon
Tachyoryctes macrocephalus
Tachyoryctes ruandae
Tachyoryctes splendens
Tadarida aegyptiaca
Tadarida australis
Tadarida brasiliensis
Tadarida fulminans
Tadarida insignis
Tadarida latouchei
Tadarida teniotis
Taeromys callitrichus
Taeromys celebensis
Taeromys dominator
Taeromys hamatus
Taeromys punicans
Taeromys taerae
Talpa altaica
Talpa aquitania
Talpa caeca
Talpa caucasica
Talpa davidiana
Talpa europaea
Talpa hakkariensis
Talpa levantis
Talpa martinorum
Talpa occidentalis
Talpa ognevi
Talpa romana
Talpa stankovici
Tamandua mexicana
Tamandua tetradactyla
Tamias amoenus
Tamias canipes
Tamias dorsalis
Tamias merriami
Tamias minimus
Tamias obscurus
Tamias palmeri
Tamias quadrimaculatus
Tamias quadrivittatus
Tamias rufus
Tamias senex
Tamias sibiricus
Tamias sonomae
Tamias speciosus
Tamias striatus
Tamias townsendii
Tamias umbrinus
Tamiasciurus douglasii
Tamiasciurus hudsonicus
Tamiasciurus mearnsi
Tamiops maritimus
Tamiops mcclellandii
Tamiops minshanicus
Tamiops rodolphii
Tamiops swinhoei
Tanyuromys asphrastus
Tanyuromys thomasleei
Tapecomys primus
Taphozous australis
Taphozous georgianus
Taphozous hildegardeae
Taphozous hilli
Taphozous longimanus
Taphozous mauritianus
Taphozous melanopogon
Taphozous nudiventris
Taphozous perforatus
Taphozous theobaldi
Tapirus bairdii
Tapirus indicus
Tapirus kabomani
Tapirus pinchaque
Tapirus terrestris
Tarsipes rostratus
Tarsius dentatus
Tarsius fuscus
Tarsius lariang
Tarsius pumilus
Tarsius sangirensis
Tarsius tarsier
Tarsius wallacei
Tarsomys apoensis
Tarsomys echinatus
Tasmacetus shepherdi
Tateomys macrocercus
Tateomys rhinogradoides
Tatera indica
Taterillus arenarius
Taterillus emini
Taterillus gracilis
Taterillus harringtoni
Taterillus petteri
Taterillus pygargus
Taurotragus derbianus
Taxidea taxus
Tayassu pecari
Tenrec ecaudatus
Tetracerus quadricornis
Thainycteris aureocollaris
Thainycteris torquata
Thallomys loringi
Thallomys nigricauda
Thallomys paedulcus
Thalpomys cerradensis
Thalpomys lasiotis
Thamnomys kempi
Thamnomys venustus
Thaptomys nigrita
Theropithecus gelada
Thomasomys andersoni
Thomasomys antoniobracki
Thomasomys apeco
Thomasomys aureus
Thomasomys auricularis
Thomasomys australis
Thomasomys baeops
Thomasomys bombycinus
Thomasomys burneoi
Thomasomys caudivarius
Thomasomys cinereus
Thomasomys cinnameus
Thomasomys contradictus
Thomasomys daphne
Thomasomys erro
Thomasomys fumeus
Thomasomys gracilis
Thomasomys hudsoni
Thomasomys incanus
Thomasomys ischyrus
Thomasomys kalinowskii
Thomasomys ladewi
Thomasomys lojapiuranus
Thomasomys macrotis
Thomasomys nicefori
Thomasomys niveipes
Thomasomys notatus
Thomasomys onkiro
Thomasomys oreas
Thomasomys pagaibambensis
Thomasomys paramorum
Thomasomys praetor
Thomasomys princeps
Thomasomys pyrrhonotus
Thomasomys salazari
Thomasomys shallqukucha
Thomasomys silvestris
Thomasomys taczanowskii
Thomasomys ucucha
Thomasomys vulcani
Thomomys anitae
Thomomys atrovarius
Thomomys bottae
Thomomys bulbivorus
Thomomys chihuahue
Thomomys fulvus
Thomomys idahoensis
Thomomys laticeps
Thomomys mazama
Thomomys monticola
Thomomys nayarensis
Thomomys nigricans
Thomomys sheldoni
Thomomys talpoides
Thomomys townsendii
Thomomys umbrinus
Thoopterus nigrescens
Thrichomys apereoides
Thrichomys fosteri
Thrichomys inermis
Thrichomys laurenteus
Thrichomys pachyurus
Thryonomys gregorianus
Thryonomys swinderianus
Thylacinus cynocephalus
Thylamys cinderella
Thylamys citellus
Thylamys elegans
Thylamys karimii
Thylamys macrura
Thylamys pallidior
Thylamys pulchellus
Thylamys pusillus
Thylamys sponsorius
Thylamys tatei
Thylamys velutinus
Thylamys venustus
Thylogale billardierii
Thylogale browni
Thylogale brunii
Thylogale calabyi
Thylogale stigmatica
Thylogale thetis
Thyroptera discifera
Thyroptera lavali
Thyroptera tricolor
Thyroptera wynneae
Tlacuatzin canescens
Tokudaia muenninki
Tokudaia osimensis
Tokudaia tokunoshimensis
Tolypeutes matacus
Tolypeutes tricinctus
Tomopeas ravum
Tonatia bakeri
Tonatia bidens
Tonatia maresi
Tonatia saurophila
Tonkinomys daovantieni
Toromys albiventris
Toromys grandis
Toromys rhipidurus
Torontoceros hypogaeus
Trachops cirrhosus
Trachops coffini
Trachypithecus auratus
Trachypithecus barbei
Trachypithecus cristatus
Trachypithecus delacouri
Trachypithecus francoisi
Trachypithecus geei
Trachypithecus germaini
Trachypithecus hatinhensis
Trachypithecus johnii
Trachypithecus laotum
Trachypithecus mauritius
Trachypithecus obscurus
Trachypithecus phayrei
Trachypithecus pileatus
Trachypithecus poliocephalus
Trachypithecus shortridgei
Trachypithecus vetulus
Tragelaphus angasii
Tragelaphus buxtoni
Tragelaphus eurycerus
Tragelaphus imberbis
Tragelaphus oryx
Tragelaphus scriptus
Tragelaphus spekii
Tragelaphus strepsiceros
Tragulus javanicus
Tragulus kanchil
Tragulus napu
Tragulus versicolor
Tragulus williamsoni
Transandinomys bolivaris
Transandinomys talamancae
Tremarctos ornatus
Triaenops afer
Triaenops menamena
Triaenops parvus
Triaenops persicus
Trichechus inunguis
Trichechus manatus
Trichechus senegalensis
Trichosurus arnhemensis
Trichosurus caninus
Trichosurus cunninghami
Trichosurus johnstonii
Trichosurus vulpecula
Trichys fasciculata
Trinomys albispinus
Trinomys dimidiatus
Trinomys eliasi
Trinomys gratiosus
Trinomys iheringi
Trinomys mirapitanga
Trinomys moojeni
Trinomys paratus
Trinomys setosus
Trinomys yonenagae
Trogopterus xanthipes
Tscherskia triton
Tupaia belangeri
Tupaia chinensis
Tupaia chrysogaster
Tupaia dorsalis
Tupaia glis
Tupaia gracilis
Tupaia javanica
Tupaia longipes
Tupaia minor
Tupaia moellendorffi
Tupaia montana
Tupaia nicobarica
Tupaia palawanensis
Tupaia picta
Tupaia salatana
Tupaia splendidula
Tupaia tana
Tursiops aduncus
Tursiops australis
Tursiops erebennus
Tursiops truncatus
Tylomys nudicaudus
Tylomys tumbalensis
Tylomys watsoni
Tylonycteris fulvida
Tylonycteris malayana
Tylonycteris pachypus
Tylonycteris robustula
Tylonycteris tonkinensis
Tympanoctomys barrerae
Tympanoctomys kirchnerorum
Tympanoctomys loschalchalerosorum
Typhlomys chapensis
Typhlomys cinereus
Typhlomys daloushanensis
Typhlomys fengjiensis
Typhlomys huangshanensis
Typhlomys nanus
Typhlomys taxuansis
Uranomys ruddi
Urocitellus armatus
Urocitellus beldingi
Urocitellus brunneus
Urocitellus canus
Urocitellus columbianus
Urocitellus elegans
Urocitellus endemicus
Urocitellus mollis
Urocitellus parryii
Urocitellus richardsonii
Urocitellus townsendii
Urocitellus undulatus
Urocitellus washingtoni
Urocricetus alticola
Urocricetus kamensis
Urocricetus tibetanus
Urocyon cinereoargenteus
Urocyon littoralis
Uroderma bilobatum
Uroderma convexum
Uroderma magnirostrum
Urogale everetti
Uromys anak
Uromys caudimaculatus
Uromys hadrourus
Uromys neobritanicus
Uropsilus aequodonenia
Uropsilus andersoni
Uropsilus atronates
Uropsilus dabieshanensis
Uropsilus fansipanensis
Uropsilus gracilis
Uropsilus investigator
Uropsilus nivatus
Uropsilus soricipes
Urotrichus talpoides
Ursus americanus
Ursus arctos
Ursus deningeri
Ursus ingressus
Ursus kanivetz
Ursus kudarensis
Ursus maritimus
Ursus rossicus
Ursus spelaeus
Ursus thibetanus
Urva auropunctata
Urva edwardsii
Urva javanica
Vampyressa bidens
Vampyressa brocki
Vampyressa elisabethae
Vampyressa melissa
Vampyressa pusilla
Vampyressa thyone
Vampyriscus nymphaeus
Vampyrodes caraccioli
Vampyrodes major
Vampyrum spectrum
Vandeleuria nolthenii
Vandeleuria oleracea
Vansonia rueppellii
Varecia rubra
Varecia variegata
Vernaya foramena
Vernaya fulva
Vernaya meiguites
Vernaya nushanensis
Vespadelus darlingtoni
Vespadelus finlaysoni
Vespadelus pumilus
Vespadelus regulus
Vespadelus troughtoni
Vespadelus vulturnus
Vespertilio murinus
Vespertilio sinensis
Vicugna pacos
Vicugna vicugna
Viverra megaspila
Viverra tangalunga
Viverra zibetha
Viverricula indica
Voalavo gymnocaudus
Volemys millicens
Volemys musseri
Vombatus ursinus
Vormela peregusna
Vulpes bengalensis
Vulpes cana
Vulpes chama
Vulpes corsac
Vulpes ferrilata
Vulpes lagopus
Vulpes macrotis
Vulpes pallida
Vulpes rueppellii
Vulpes velox
Vulpes vulpes
Vulpes zerda
Waiomys mamasae
Wallabia bicolor
Wiedomys cerradensis
Wiedomys pyrrhorinos
Wilfredomys oenax
Wilfredomys pictipes
Wyulda squamicaudata
Xanthonycticebus pygmaeus
Xenogale naso
Xenomys nelsoni
Xenothrix mcgregori
Xenuromys barbatus
Xeromys myoides
Xeronycteris vieirai
Xerospermophilus mohavensis
Xerospermophilus perotensis
Xerospermophilus spilosoma
Xerospermophilus tereticaudus
Xerus erythropus
Xerus inauris
Xerus princeps
Xerus rutilus
Zaedyus pichiy
Zaglossus attenboroughi
Zaglossus bartoni
Zaglossus bruijni
Zalophus californianus
Zalophus japonicus
Zalophus wollebaeki
Zapus hudsonius
Zapus princeps
Zapus trinotatus
Zelotomys hildegardeae
Zelotomys woosnami
Zenkerella insignis
Ziphius cavirostris
Zygodontomys brevicauda
Zygodontomys cherriei
Zygodontomys microtinus
Zygogeomys trichopus
Zyzomys argurus
Zyzomys maini
Zyzomys palatalis
Zyzomys pedunculatus
Zyzomys woodwardi
