number,scientific_name,english_common_name
3305,Myotis austroriparius,Bat
3306,Myotis badius,Bat
3307,Myotis barquezi,Bat
3308,Myotis bechsteinii,Bat
3309,Myotis blythii,Bat
3310,Myotis bocagii,Bat
3311,Myotis bombinus,Bat
3312,Myotis borneoensis,Bat
3313,Myotis brandtii,Bat
3314,Myotis bucharensis,Bat
3315,Myotis californicus,Bat
3316,Myotis capaccinii,Bat
3317,Myotis caucensis,Bat
3318,Myotis chiloensis,Bat
3319,Myotis chinensis,Bat
3320,Myotis ciliolabrum,Bat
3321,Myotis clydejonesi,Bat
3322,Myotis crypticus,Bat
3323,Myotis csorbai,Bat
3324,Myotis dasycneme,Bat
3325,Myotis daubentonii,Bat
3326,Myotis davidii,Bat
3327,Myotis diminutus,Bat
3328,Myotis dinellii,Bat
3329,Myotis dominicensis,Bat
3330,Myotis elegans,Bat
3331,Myotis emarginatus,Bat
3332,Myotis escalerai,Bat
3333,Myotis evotis,Bat
3334,Myotis federatus,Bat
3335,Myotis fimbriatus,Bat
3336,Myotis findleyi,Bat
3337,Myotis flavus,Bat
3338,Myotis formosus,Bat
3339,Myotis fortidens,Bat
3340,Myotis frater,Bat
3341,Myotis gomantongensis,Bat
3342,Myotis goudotii,Bat
3343,Myotis grisescens,Bat
3344,Myotis handleyi,Bat
3345,Myotis hasseltii,Bat
3346,Myotis horsfieldii,Bat
3347,Myotis hoveli,Bat
3348,Myotis huariorum,Bat
3349,Myotis hyrcanicus,Bat
3350,Myotis ikonnikovi,Bat
3351,Myotis indochinensis,Bat
3352,Myotis izecksohni,Bat
3353,Myotis keaysi,Bat
3354,Myotis keenii,Bat
3355,Myotis laniger,Bat
3356,Myotis larensis,Bat
3357,Myotis lavali,Bat
3358,Myotis leibii,Bat
3359,Myotis levis,Bat
3360,Myotis longicaudatus,Bat
3361,Myotis longipes,Bat
3362,Myotis lucifugus,Bat
3363,Myotis macrodactylus,Bat
3364,Myotis macropus,Bat
3365,Myotis macrotarsus,Bat
3366,Myotis martiniquensis,Bat
3367,Myotis melanorhinus,Bat
3368,Myotis midastactus,Bat
3369,Myotis moluccarum,Bat
3370,Myotis montivagus,Bat
3371,Myotis moratellii,Bat
3372,Myotis muricola,Bat
3373,Myotis myotis,Bat
3374,Myotis myotis/blythii,Bat
3375,Myotis mystacinus,Bat
3376,Myotis nattereri,Bat
3377,Myotis nesopolus,Bat
3378,Myotis nigricans,Bat
3379,Myotis nimbaensis,Bat
3380,Myotis nipalensis,Bat
3381,Myotis nustrale,Bat
3382,Myotis occultus,Bat
3383,Myotis oxygnathus,Bat
3384,Myotis oxyotus,Bat
3385,Myotis peninsularis,Bat
3386,Myotis pequinius,Bat
3387,Myotis petax,Bat
3388,Myotis peytoni,Bat
3389,Myotis phanluongi,Bat
3390,Myotis pilosatibialis,Bat
3391,Myotis pilosus,Bat
3392,Myotis planiceps,Bat
3393,Myotis pruinosus,Bat
3394,Myotis punicus,Bat
3395,Myotis ridleyi,Bat
3396,Myotis riparius,Bat
3397,Myotis rosseti,Bat
3398,Myotis ruber,Bat
3399,Myotis rufoniger,Bat
3400,Myotis schaubi,Bat
3401,Myotis scotti,Bat
3402,Myotis secundus,Bat
3403,Myotis septentrionalis,Bat
3404,Myotis sibiricus,Bat
3405,Myotis sicarius,Bat
3406,Myotis siligorensis,Bat
3407,Myotis simus,Bat
3408,Myotis sodalis,Bat
3409,Myotis soror,Bat
3410,Myotis thysanodes,Bat
3411,Myotis tricolor,Bat
3412,Myotis tschuliensis,Bat
3413,Myotis velifer,Bat
3414,Myotis vivesi,Bat
3415,Myotis volans,Bat
3416,Myotis watasei,Bat
3417,Myotis welwitschii,Bat
3418,Myotis yanbarensis,Bat
3419,Myotis yumanensis,Bat
3420,Myotis zenatius,Bat
3422,Myrmecobius fasciatus,Numbat
3423,Myrmecophaga tridactyla,Giant Anteater
3425,Mystacina tuberculata,Bat
3426,Mystromys albicaudatus,Mouse
3427,Myzopoda aurita,Bat
3428,Myzopoda schliemanni,Bat
3429,Naemorhedus baileyi,Goral
3430,Naemorhedus caudatus,Goral
3431,Naemorhedus cranbrooki,Goral
3432,Naemorhedus evansi,Goral
3433,Naemorhedus goral,Goral
3434,Naemorhedus griseus,Goral
3436,Nanger dama,Gazelle
3437,Nanger granti,Gazelle
3438,Nanger soemmerringii,Gazelle
3439,Nannosciurus melanotis,Squirrel
3440,Nannospalax bulgaricus,Mole Rat
3441,Nannospalax ceyhanus,Mole Rat
3442,Nannospalax cilicicus,Mole Rat
3443,Nannospalax ehrenbergi,Mole Rat
3444,Nannospalax galili,Mole Rat
3445,Nannospalax golani,Mole Rat
3446,Nannospalax hellenicus,Mole Rat
3447,Nannospalax hungaricus,Mole Rat
3448,Nannospalax insularis,Mole Rat
3449,Nannospalax judaei,Mole Rat
3450,Nannospalax leucodon,Mole Rat
3451,Nannospalax montanoserbicus,Mole Rat
3452,Nannospalax monticola,Mole Rat
3453,Nannospalax nehringi,Mole Rat
3454,Nannospalax serbicus,Mole Rat
3456,Nannospalax turcicus,Mole Rat
3457,Nanonycteris veldkampii,Bat
3458,Napaeozapus insignis,Jumping Mouse
3459,Nasalis larvatus,Proboscis Monkey
3460,Nasua narica,Coati
3461,Nasua nasua,Coati
3462,Nasuella meridensis,Coati
3463,Nasuella olivacea,Coati
3464,Natalus jamaicensis,Bat
3465,Natalus macrourus,Bat
3466,Natalus major,Bat
3467,Natalus mexicanus,Bat
3468,Natalus saturatus,Bat
3469,Natalus stramineus,Bat
3470,Natalus tumidirostris,Bat
3471,Neacomys amoenus,Mouse
3472,Neacomys auriventer,Mouse
3473,Neacomys dubosti,Mouse
3474,Neacomys elieceri,Mouse
3475,Neacomys guianae,Mouse
3476,Neacomys marajoara,Mouse
3477,Neacomys minutus,Mouse
3478,Neacomys paracou,Mouse
3479,Neacomys rosalindae,Mouse
3480,Neacomys spinosus,Mouse
3481,Neacomys tenuipes,Mouse
3482,Neacomys vargasllosai,Mouse
3483,Neacomys vossi,Mouse
3484,Neacomys xingu,Mouse
3485,Neamblysomus gunningi,Golden Mole
3487,Necromys amoenus,Mouse
3488,Necromys benefactus,Mouse
3489,Necromys lactens,Mouse
3490,Necromys lasiurus,Mouse
3491,Necromys lenguarum,Mouse
3492,Necromys lilloi,Mouse
3493,Necromys obscurus,Mouse
3494,Necromys temchuki,Mouse
3495,Necromys urichi,Mouse
3496,Nectogale elegans,Water Shrew
3497,Nectogale sikhimensis,Water Shrew
3498,Nectomys apicalis,Mouse
3499,Nectomys rattus,Mouse
3500,Nectomys squamipes,Mouse
3501,Nelsonia goldmani,Mouse
3502,Nelsonia neotomodon,Mouse
3505,Neodon bershulaensis,Mouse
3506,Neodon chayuensis,Mouse
3507,Neodon clarkei,Mouse
3508,Neodon forresti,Mouse
3509,Neodon fuscus,Mouse
3510,Neodon irene,Mouse
3511,Neodon leucurus,Mouse
3512,Neodon liaoruii,Mouse
3513,Neodon linzhiensis,Mouse
3514,Neodon medogensis,Mouse
3515,Neodon namchabarwaensis,Mouse
3516,Neodon nyalamensis,Mouse
3517,Neodon shergylaensis,Mouse
3518,Neodon sikimensis,Mouse
3519,Neoeptesicus andinus,Bat
3520,Neoeptesicus brasiliensis,Bat
3521,Neoeptesicus chiriquinus,Bat
3522,Neoeptesicus diminutus,Bat
3523,Neoeptesicus furinalis,Bat
3524,Neoeptesicus innoxius,Bat
3525,Neoeptesicus orinocensis,Bat
3526,Neoeptesicus ulapesensis,Bat
3527,Neofelis diardi,Clouded Leopard
3528,Neofelis nebulosa,Clouded Leopard
3529,Neofiber alleni,Round-tailed Muskrat
3530,Neogale africana,Weasel
3532,Neogale frenata,Weasel
3533,Neogale vison,Mink
3536,Neomicroxus bogotensis,Mouse
3537,Neomonachus schauinslandi,Hawaiian Monk Seal
3538,Neomonachus tropicalis,Monk Seal
3539,Neomys anomalus,Shrew
3540,Neomys fodiens,Water Shrew
3541,Neomys teres,Shrew
3543,Neophoca cinerea,Australian Sea Lion
3544,Neophocaena asiaeorientalis,Porpoise
3545,Neophocaena phocaenoides,Porpoise
3546,Neophocaena sunameri,Porpoise
3548,Neoromicia anchietae,Bat
3549,Neoromicia bemainty,Bat
3550,Neoromicia guineensis,Bat
3551,Neoromicia helios,Bat
3552,Neoromicia hlandzeni,Bat
3553,Neoromicia somalicus,Bat
3554,Neoromicia zuluensis,Bat
3555,Neotamias alpinus,Chipmunk
3556,Neotamias bulleri,Chipmunk
3557,Neotamias cinereicollis,Chipmunk
3558,Neotamias cratericus,Chipmunk
3559,Neotamias durangae,Chipmunk
3560,Neotamias grisescens,Chipmunk
3561,Neotamias ochrogenys,Chipmunk
3562,Neotamias panamintinus,Chipmunk
3563,Neotamias ruficaudus,Chipmunk
3564,Neotamias siskiyou,Chipmunk
3565,Neotetracus sinensis,Hedgehog
3566,Neotoma albigula,Woodrat
3567,Neotoma angustapalata,Mouse
3568,Neotoma bryanti,Woodrat
3569,Neotoma cinerea,Woodrat
3570,Neotoma devia,Mouse
3571,Neotoma ferruginea,Woodrat
3572,Neotoma floridana,Woodrat
3573,Neotoma fuscipes,Woodrat
3574,Neotoma goldmani,Woodrat
3575,Neotoma isthmica,Mouse
3576,Neotoma lepida,Woodrat
3577,Neotoma leucodon,Woodrat
3578,Neotoma macrotis,Woodrat
3579,Neotoma magister,Woodrat
3580,Neotoma melanura,Mouse
3581,Neotoma mexicana,Woodrat
3582,Neotoma micropus,Woodrat
3583,Neotoma nelsoni,Mouse
3584,Neotoma phenax,Woodrat
3585,Neotoma picta,Mouse
3586,Neotoma stephensi,Mouse
3587,Neotomodon alstoni,Mouse
3588,Neotomys ebriosus,Mouse
3589,Neotragus batesi,Antelope
3590,Neotragus moschatus,Suni
3591,Neotragus pygmaeus,Dik-dik
3592,Nephelomys albigularis,Mouse
3593,Nephelomys childi,Mouse
3594,Nephelomys devius,Mouse
3595,Nephelomys keaysi,Mouse
3596,Nephelomys levipes,Mouse
3597,Nephelomys meridensis,Mouse
3598,Nephelomys moerex,Mouse
3599,Nephelomys pectoralis,Mouse
3600,Nephelomys ricardopalmai,Mouse
3601,Nesiotites hidalgo,Mouse
3604,Nesokia indica,Rat
3605,Nesolagus netscheri,Rabbit
3606,Nesolagus timminsi,Rabbit
3607,Nesomys audeberti,Mouse
3608,Nesomys rufus,Mouse
3609,Nesonycteris ardoulisi,Bat
3610,Nesonycteris fardoulisi,Bat
3611,Nesonycteris maccoyi,Bat
3612,Nesonycteris mengermani,Bat
3613,Nesoryzomys fernandinae,Mouse
3614,Nesoryzomys indefessus,Mouse
3615,Nesoryzomys narboroughi,Mouse
3616,Nesoryzomys swarthi,Mouse
3617,Neurotrichus gibbsii,Shrew
3619,Neusticomys monticolus,Mouse
3620,Neusticomys oyapocki,Mouse
3621,Neusticomys peruviensis,Mouse
3622,Neusticomys vossi,Mouse
3623,Nilgiritragus hylocrius,Nilgiri Tahr
3628,Niviventer andersoni,Mouse
3629,Niviventer brahma,Mouse
3630,Niviventer bukit,Mouse
3631,Niviventer confucianus,Mouse
3632,Niviventer coninga,Mouse
3633,Niviventer cremoriventer,Mouse
3634,Niviventer culturatus,Mouse
3635,Niviventer eha,Mouse
3636,Niviventer excelsior,Mouse
3637,Niviventer fengi,Mouse
3638,Niviventer fulvescens,Mouse
3639,Niviventer gladiusmaculus,Mouse
3640,Niviventer hinpoon,Mouse
3641,Niviventer huang,Mouse
3642,Niviventer lepturus,Mouse
3643,Niviventer lotipes,Mouse
3644,Niviventer mekongis,Mouse
3645,Niviventer niviventer,Mouse
3646,Niviventer rapit,Mouse
3647,Niviventer sacer,Mouse
3648,Niviventer tenaster,Mouse
3649,Noctilio albiventris,Bat
3650,Noctilio leporinus,Bat
3651,Nomascus annamensis,Gibbon
3652,Nomascus concolor,Gibbon
3653,Nomascus gabriellae,Gibbon
3654,Nomascus hainanus,Gibbon
3655,Nomascus leucogenys,Gibbon
3656,Nomascus nasutus,Gibbon
3657,Nomascus siki,Gibbon
3658,Notamacropus agilis,Kangaroo
3659,Notamacropus dorsalis,Wallaby
3660,Notamacropus eugenii,Wallaby
3661,Notamacropus greyi,Wallaby
3662,Notamacropus irma,Kangaroo
3663,Notamacropus parma,Parma Wallaby
3664,Notamacropus parryi,Wallaby
3665,Notamacropus rufogriseus,Wallaby
3666,Nothocricetulus migratorius,Hamster
3668,Notiomastodon platensis,Mastodon
3669,Notiomys edwardsii,Mouse
3670,Notiosorex cockrumi,Shrew
3671,Notiosorex crawfordi,Shrew
3672,Notiosorex evotis,Shrew
3673,Notocitellus adocetus,Squirrel
3674,Notocitellus annulatus,Squirrel
3675,Notomys alexis,Mouse
3676,Notomys amplus,Mouse
3677,Notomys aquilo,Mouse
3678,Notomys cervinus,Mouse
3679,Notomys fuscus,Mouse
3680,Notomys longicaudatus,Mouse
3681,Notomys macrotis,Mouse
3682,Notomys mitchellii,Mouse
3683,Notopteris macdonaldii,Bat
3685,Notoryctes typhlops,Marsupial Mole
3686,Nyctalus aviator,Bat
3687,Nyctalus azoreum,Bat
3688,Nyctalus lasiopterus,Bat
3689,Nyctalus leisleri,Bat
3690,Nyctalus noctula,Bat
3691,Nyctalus plancyi,Bat
3692,Nyctereutes procyonoides,Raccoon Dog
3693,Nyctereutes viverrinus,Raccoon Dog
3694,Nycteris arge,Bat
3695,Nycteris grandis,Bat
3696,Nycteris hispida,Bat
3697,Nycteris javanica,Bat
3698,Nycteris macrotis,Bat
3699,Nycteris madagascariensis,Bat
3700,Nycteris major,Bat
3701,Nycteris thebaica,Bat
3702,Nycteris tragata,Bat
3703,Nycticebus bengalensis,Slow Loris
3704,Nycticebus borneanus,Slow Loris
3705,Nycticebus coucang,Slow Loris
3706,Nycticebus hilleri,Slow Loris
3707,Nycticebus javanicus,Slow Loris
3708,Nycticebus kayan,Slow Loris
3709,Nycticebus menagensis,Slow Loris
3710,Nycticeinops bellieri,Bat
3711,Nycticeinops crassulus,Bat
3712,Nycticeinops eisentrauti,Bat
3713,Nycticeinops grandidieri,Bat
3714,Nycticeinops happoldorum,Bat
3715,Nycticeinops macrocephalus,Bat
3716,Nycticeinops schlieffeni,Bat
3717,Nycticeius humeralis,Bat
3718,Nyctiellus lepidus,Bat
3719,Nyctimene aello,Bat
3720,Nyctimene albiventer,Bat
3721,Nyctimene cephalotes,Bat
3722,Nyctimene certans,Bat
3723,Nyctimene major,Bat
3724,Nyctimene rabori,Bat
3725,Nyctimene robinsoni,Bat
3726,Nyctimene vizcaccia,Bat
3727,Nyctinomops aurispinosus,Bat
3728,Nyctinomops femorosaccus,Bat
3729,Nyctinomops laticaudatus,Bat
3730,Nyctinomops macrotis,Bat
3731,Nyctomys sumichrasti,Mouse
3732,Nyctophilus arnhemensis,Bat
3733,Nyctophilus bifax,Bat
3734,Nyctophilus corbeni,Bat
3735,Nyctophilus daedalus,Bat
3736,Nyctophilus geoffroyi,Bat
3737,Nyctophilus gouldi,Bat
3738,Nyctophilus holtorum,Bat
3739,Nyctophilus microdon,Bat
3740,Nyctophilus microtis,Bat
3741,Ochotona alpina,Pika
3742,Ochotona annectens,Pika
3743,Ochotona argentata,Pika
3744,Ochotona brookei,Pika
3745,Ochotona cansus,Pika
3746,Ochotona collaris,Pika
3747,Ochotona coreana,Pika
3748,Ochotona curzoniae,Pika
3749,Ochotona dauurica,Pika
3750,Ochotona erythrotis,Pika
3751,Ochotona forresti,Pika
3752,Ochotona gaoligongensis,Pika
3753,Ochotona gloveri,Pika
3754,Ochotona himalayana,Pika
3755,Ochotona hoffmanni,Pika
3756,Ochotona huangensis,Pika
3757,Ochotona huanglongensis,Pika
3758,Ochotona hyperborea,Pika
3759,Ochotona iliensis,Pika
3760,Ochotona koslowi,Pika
3761,Ochotona ladacensis,Pika
3762,Ochotona macrotis,Pika
3763,Ochotona mantchurica,Pika
3764,Ochotona muliensis,Pika
3765,Ochotona nigritia,Pika
3766,Ochotona nubrica,Pika
3767,Ochotona pallasi,Pika
3768,Ochotona princeps,Pika
3769,Ochotona pusilla,Pika
3770,Ochotona roylei,Pika
3771,Ochotona rufescens,Pika
3772,Ochotona rutila,Pika
3773,Ochotona sikimaria,Pika
3774,Ochotona syrinx,Pika
3775,Ochotona thibetana,Pika
3776,Ochotona thomasi,Pika
3777,Ochotona turuchanensis,Pika
3778,Ochotona vizier,Pika
3779,Ochromyscus brockmani,Mouse
3780,Ochromyscus yemeni,Mouse
3781,Ochrotomys nuttalli,Mouse
3782,Octodon bridgesii,Degu
3783,Octodon degus,Degu
3788,Octomys mimax,Mouse
3789,Odobenus rosmarus,Walrus
3790,Odocoileus hemionus,Mule Deer
3791,Odocoileus pandora,Deer
3792,Odocoileus virginianus,White-tailed Deer
3793,Oecomys auyantepui,Mouse
3794,Oecomys bicolor,Mouse
3795,Oecomys catherinae,Mouse
3796,Oecomys cleberi,Mouse
3797,Oecomys concolor,Mouse
3798,Oecomys flavicans,Mouse
3799,Oecomys franciscorum,Mouse
3800,Oecomys mamorae,Mouse
3801,Oecomys matogrossensis,Mouse
3802,Oecomys osgoodi,Mouse
3803,Oecomys paricola,Mouse
3804,Oecomys phaeotis,Mouse
3805,Oecomys rex,Mouse
3806,Oecomys roberti,Mouse
3807,Oecomys rutilus,Mouse
3808,Oecomys speciosus,Mouse
3809,Oecomys superans,Mouse
3810,Oecomys sydandersoni,Mouse
3811,Oecomys tapajinus,Mouse
3812,Oecomys trabeatus,Mouse
3813,Oecomys trinitatis,Mouse
3814,Oenomys hypoxanthus,Mouse
3815,Okapia johnstoni,Okapi
3816,Olallamys albicauda,Mouse
3817,Oligoryzomys andinus,Mouse
3818,Oligoryzomys arenalis,Mouse
3819,Oligoryzomys brendae,Mouse
3820,Oligoryzomys chacoensis,Mouse
3821,Oligoryzomys costaricensis,Mouse
3822,Oligoryzomys destructor,Mouse
3823,Oligoryzomys flavescens,Mouse
3824,Oligoryzomys fornesi,Mouse
3825,Oligoryzomys fulvescens,Mouse
3826,Oligoryzomys longicaudatus,Mouse
3827,Oligoryzomys magellanicus,Mouse
3828,Oligoryzomys mattogrossae,Mouse
3829,Oligoryzomys messorius,Mouse
3830,Oligoryzomys microtis,Mouse
3831,Oligoryzomys moojeni,Mouse
3832,Oligoryzomys nigripes,Mouse
3833,Oligoryzomys occidentalis,Mouse
3834,Oligoryzomys rupestris,Mouse
3835,Oligoryzomys stramineus,Mouse
3836,Oligoryzomys utiaritensis,Mouse
3837,Oligoryzomys vegetus,Mouse
3838,Ommatophoca rossii,Seal
3839,Ondatra zibethicus,Muskrat
3840,Onychogalea frenata,Wallaby
3841,Onychogalea unguifera,Wallaby
3842,Onychomys arenicola,Mouse
3843,Onychomys leucogaster,Mouse
3844,Onychomys torridus,Mouse
3845,Orcaella brevirostris,Dolphin
3846,Orcaella heinsohni,Dolphin
3847,Orcinus orca,Killer Whale
3848,Oreamnos americanus,Mountain Goat
3850,Oreoryzomys balneator,Mouse
3851,Oreoscaptor mizura,Mole
3852,Oreotragus oreotragus,Klipspringer
3853,Orientallactaga balikunica,Jerboa
3854,Orientallactaga bullata,Jerboa
3855,Orientallactaga sibirica,Jerboa
3856,Ornithorhynchus anatinus,Platypus
3857,Orthogeomys cuniculus,Pocket Gopher
3858,Orthogeomys grandis,Gopher
3859,Orycteropus afer,Aardvark
3860,Oryctolagus cuniculus,Rabbit
3861,Oryx beisa,Oryx
3862,Oryx dammah,Oryx
3863,Oryx gazella,Oryx
3864,Oryx leucoryx,Oryx
3865,Oryzomys couesi,Mouse
3866,Oryzomys mexicanus,Mouse
3867,Oryzomys palustris,Mouse
3868,Oryzomys texensis,Mouse
3871,Osgoodomys banderanus,Mouse
3872,Osphranter antilopinus,Kangaroo
3873,Osphranter bernardus,Wallaroo
3874,Osphranter robustus,Kangaroo
3875,Osphranter rufus,Kangaroo
3876,Otaria byronia,Sea Lion
3877,Otocolobus manul,Pallas's Cat
3878,Otocyon megalotis,Bat-eared Fox
3879,Otolemur crassicaudatus,Bushbaby
3880,Otolemur garnettii,Bushbaby
3881,Otolemur monteiri,Bushbaby
3882,Otomops harrisoni,Bat
3883,Otomops madagascariensis,Bat
3884,Otomops martiensseni,Bat
3885,Otomops wroughtoni,Bat
3886,Otomys anchietae,Mouse
3887,Otomys angoniensis,Mouse
3888,Otomys auratus,Mouse
3889,Otomys barbouri,Mouse
3890,Otomys burtoni,Mouse
3891,Otomys dartmouthi,Mouse
3892,Otomys denti,Mouse
3893,Otomys irroratus,Mouse
3894,Otomys jacksoni,Mouse
3895,Otomys lacustris,Mouse
3896,Otomys laminatus,Mouse
3897,Otomys maximus,Mouse
3898,Otomys occidentalis,Mouse
3899,Otomys orestes,Mouse
3900,Otomys saundersiae,Mouse
3901,Otomys simiensis,Mouse
3902,Otomys sloggetti,Mouse
3903,Otomys tropicalis,Mouse
3904,Otomys typus,Mouse
3905,Otomys unisulcatus,Mouse
3906,Otomys uzungwensis,Mouse
3907,Otonycteris hemprichii,Bat
3908,Otonycteris leucophaea,Bat
3909,Otonyctomys hatti,Mouse
3910,Otopteropus cartilagonodus,Bat
3911,Otospermophilus atricapillus,Squirrel
3912,Otospermophilus beecheyi,Ground Squirrel
3913,Otospermophilus variegatus,Squirrel
3914,Ototylomys chiapensis,Mouse
3915,Ototylomys phyllotis,Mouse
3916,Ourebia ourebi,Oribi
3917,Ovibos moschatus,Muskox
3918,Ovis ammon,Argali
3919,Ovis aries,Sheep
3920,Ovis canadensis,Bighorn Sheep
3921,Ovis dalli,Sheep
3922,Ovis gmelinii,Sheep
3923,Ovis nivicola,Sheep
3924,Ovis orientalis,Sheep
3925,Ovis vignei,Sheep
3926,Oxymycterus akodontius,Mouse
3927,Oxymycterus amazonicus,Mouse
3928,Oxymycterus dasytrichus,Mouse
3929,Oxymycterus delator,Mouse
3930,Oxymycterus hiska,Mouse
3931,Oxymycterus hispidus,Mouse
3932,Oxymycterus iheringi,Mouse
3933,Oxymycterus inca,Mouse
3934,Oxymycterus itapeby,Mouse
3935,Oxymycterus josei,Mouse
3936,Oxymycterus juliacae,Mouse
3937,Oxymycterus nasutus,Mouse
3938,Oxymycterus nigrifrons,Mouse
3939,Oxymycterus paramensis,Mouse
3940,Oxymycterus quaestor,Mouse
3941,Oxymycterus rufus,Mouse
3942,Oxymycterus wayku,Mouse
3943,Oxymycterus willkaurco,Mouse
3944,Ozimops beccarii,Bat
3945,Ozimops cobourgianus,Bat
3946,Ozimops halli,Bat
3947,Ozimops kitcheneri,Bat
3948,Ozimops loriae,Bat
3949,Ozimops lumsdenae,Bat
3950,Ozimops petersi,Bat
3951,Ozimops planiceps,Bat
3952,Ozimops ridei,Bat
3953,Ozotoceros bezoarticus,Deer
3954,Pachylemur jullyi,Lemur
3955,Pachyuromys duprasi,Fat-tailed Gerbil
3956,Paguma larvata,Civet
3959,Palawanomys furvus,Mouse
3961,Pan paniscus,Bonobo
3962,Pan troglodytes,Chimpanzee
3963,Panthera leo,Lion
3964,Panthera onca,Jaguar
3965,Panthera pardus,Leopard
3966,Panthera spelaea,Cave Lion
3967,Panthera tigris,Tiger
3968,Panthera uncia,Snow Leopard
3969,Pantholops hodgsonii,Tibetan Antelope
3970,Papagomys armandvillei,Rat
3971,Papio anubis,Baboon
3972,Papio cynocephalus,Baboon
3973,Papio hamadryas,Baboon
3974,Papio kindae,Monkey
3975,Papio papio,Baboon
3976,Papio ursinus,Baboon
3977,Pappogeomys alcorni,Gopher
3978,Pappogeomys bulleri,Gopher
3979,Parablarinella griselda,Mouse
3980,Paracrocidura maxima,Shrew
3981,Paracrocidura schoutedeni,Shrew
3983,Paradipus ctenodactylus,Jerboa
3984,Paradoxurus hermaphroditus,Civet
3985,Paradoxurus jerdoni,Civet
3986,Paradoxurus montanus,Civet
3987,Paradoxurus musangus,Civet
3988,Paradoxurus zeylonensis,Civet
3989,Paraechinus aethiopicus,Hedgehog
3990,Paraechinus hypomelas,Hedgehog
3991,Paraechinus micropus,Hedgehog
3992,Paraechinus nudiventris,Hedgehog
3993,Paragalago cocos,Bushbaby
3994,Paragalago granti,Bushbaby
3995,Paragalago zanzibaricus,Bushbaby
3996,Parahyaena brunnea,Brown Hyena
3997,Parahydromys asper,Rat
3998,Paraleptomys wilhelmina,Mouse
3999,Paramelomys levipes,Mouse
4000,Paramelomys lorentzii,Mouse
4001,Paramelomys moncktoni,Mouse
4002,Paramelomys platyops,Mouse
4003,Paramelomys rubex,Mouse
4004,Paramylodon harlani,Ground Sloth
4006,Paranyctimene raptor,Bat
4007,Parascalops breweri,Mole
4008,Parascaptor leucura,Mole
4009,Parasciurus arizonensis,Squirrel
4010,Parasciurus nayaritensis,Squirrel
4011,Parastrellus hesperus,Bat
4012,Paratriaenops auritus,Bat
4013,Paratriaenops furcula,Bat
4014,Paraxerus alexandri,Squirrel
4015,Paraxerus cepapi,Squirrel
4016,Paraxerus ochraceus,Squirrel
4017,Paraxerus vexillarius,Squirrel
4018,Pardofelis marmorata,Cat
4019,Paremballonura atrata,Bat
4020,Paremballonura tiavato,Bat
4022,Parotomys brantsii,Mouse
4023,Parotomys littledalei,Mouse
4028,Paynomys macronyx,Mouse
4030,Pedetes capensis,Springhare
4031,Pekania pennanti,Fisher
4032,Pelea capreolus,Antelope
4033,Pelomys campanae,Mouse
4034,Pelomys fallax,Mouse
4035,Pelomys isseli,Mouse
4036,Pelomys minor,Mouse
4037,Pennatomys nivalis,Mouse
4038,Pentalagus furnessi,Rabbit
4039,Penthetor lucasii,Bat
4040,Peponocephala electra,Whale
4041,Perameles bougainville,Bandicoot
4042,Perameles eremiana,Bandicoot
4043,Perameles gunnii,Bandicoot
4044,Perameles nasuta,Bandicoot
4045,Perameles notina,Bandicoot
4046,Perameles pallescens,Bandicoot
4047,Perimyotis subflavus,Bat
4048,Perodicticus potto,Potto
4049,Perognathus alticolus,Mouse
4050,Perognathus amplus,Mouse
4051,Perognathus fasciatus,Mouse
4052,Perognathus flavescens,Mouse
4053,Perognathus flavus,Mouse
4054,Perognathus inornatus,Mouse
4055,Perognathus longimembris,Mouse
4056,Perognathus merriami,Mouse
4057,Perognathus mollipilosus,Mouse
4058,Perognathus parvus,Mouse
4059,Peromyscus amplus,Mouse
4060,Peromyscus arcticus,Mouse
4061,Peromyscus attwateri,Mouse
4062,Peromyscus avius,Mouse
4063,Peromyscus aztecus,Mouse
4064,Peromyscus beatae,Mouse
4065,Peromyscus boylii,Mouse
4066,Peromyscus californicus,Mouse
4067,Peromyscus caniceps,Mouse
4068,Peromyscus carletoni,Mouse
4069,Peromyscus carolpattonae,Mouse
4070,Peromyscus collatus,Mouse
4071,Peromyscus collinus,Mouse
4072,Peromyscus crinitus,Mouse
4073,Peromyscus dickeyi,Mouse
4074,Peromyscus difficilis,Mouse
4075,Peromyscus ensinki,Mouse
4076,Peromyscus eremicus,Mouse
4077,Peromyscus eva,Mouse
4078,Peromyscus felipensis,Mouse
4079,Peromyscus fraterculus,Mouse
4080,Peromyscus furvus,Mouse
4081,Peromyscus gambelii,Mouse
4082,Peromyscus gossypinus,Mouse
4083,Peromyscus grandis,Mouse
4084,Peromyscus gratus,Mouse
4085,Peromyscus greenbaumi,Mouse
4086,Peromyscus guardia,Mouse
4087,Peromyscus guatemalensis,Mouse
4088,Peromyscus gymnotis,Mouse
4089,Peromyscus hooperi,Mouse
4090,Peromyscus hylocetes,Mouse
4091,Peromyscus interparietalis,Mouse
4092,Peromyscus keeni,Mouse
4093,Peromyscus kilpatricki,Mouse
4094,Peromyscus labecula,Mouse
4095,Peromyscus laceianus,Mouse
4096,Peromyscus leucopus,Mouse
4097,Peromyscus levipes,Mouse
4098,Peromyscus madrensis,Mouse
4099,Peromyscus maniculatus,Mouse
4100,Peromyscus mayensis,Mouse
4101,Peromyscus megalops,Mouse
