number,scientific_name,japanese_common_name
875,Chodsigoa parca,モグラ
876,Chodsigoa parva,モグラ
877,Chodsigoa smithii,モグラ
878,Chodsigoa sodalis,モグラ
879,Choeroniscus godmani,コウモリ
880,Choeroniscus minor,コウモリ
881,Choeronycteris mexicana,コウモリ
882,Choloepus didactylus,ナマケモノ
883,Choloepus hoffmanni,ナマケモノ
885,Chrotomys gonzalesi,ネズミ
886,Chrotomys mindorensis,ネズミ
887,Chrotomys sibuyanensis,ネズミ
888,Chrotomys silaceus,ネズミ
889,Chrotomys whiteheadi,ネズミ
890,Chrotopterus auritus,コウモリ
891,Chrysochloris asiatica,モグラ
892,Chrysochloris stuhlmanni,モグラ
893,Chrysocyon brachyurus,オオカミ
894,Chrysospalax trevelyani,モグラ
895,Chrysospalax villosus,モグラ
896,Cistugo lesueuri,コウモリ
897,Cistugo seabrae,コウモリ
898,Civettictis civetta,ジャコウネコ
899,Clethrionomys centralis,ネズミ
900,Clethrionomys gapperi,ネズミ
901,Clethrionomys rutilus,ネズミ
902,Cloeotis percivali,コウモリ
903,Clyomys bishopi,ネズミ
904,Clyomys laticeps,ネズミ
911,Cnephaeus nilssonii,コウモリ
916,Coccymys ruemmleri,ネズミ
918,Coelops frithii,コウモリ
919,Coelops robinsoni,コウモリ
920,Coendou baturitensis,ヤマアラシ
921,Coendou bicolor,ヤマアラシ
922,Coendou ichillus,ヤマアラシ
923,Coendou insidiosus,ヤマアラシ
924,Coendou melanurus,ヤマアラシ
925,Coendou mexicanus,ヤマアラシ
926,Coendou nycthemera,ヤマアラシ
927,Coendou prehensilis,ヤマアラシ
928,Coendou pruinosus,ヤマアラシ
929,Coendou quichua,ヤマアラシ
930,Coendou roosmalenorum,ヤマアラシ
931,Coendou rufescens,ヤマアラシ
932,Coendou speratus,ヤマアラシ
933,Coendou spinosus,ヤマアラシ
934,Coendou vestitus,ヤマアラシ
935,Coendou villosus,ヤマアラシ
936,Coleura afra,コウモリ
937,Coleura kibomalandy,コウモリ
938,Coleura seychellensis,コウモリ
939,Colobus angolensis,サル
940,Colobus guereza,サル
941,Colobus polykomos,サル
942,Colobus satanas,サル
943,Colobus vellerosus,サル
944,Colomys eisentrauti,ネズミ
945,Colomys goslingi,ネズミ
946,Colomys lumumbai,ネズミ
947,Colomys wologizi,ネズミ
948,Condylura cristata,モグラ
949,Conepatus chinga,スカンク
950,Conepatus leuconotus,スカンク
951,Conepatus mesoleucus,スカンク
952,Conepatus semistriatus,スカンク
953,Congomys verschureni,ネズミ
954,Congosorex phillipsorum,モグラ
955,Congosorex verheyeni,モグラ
956,Conilurus albipes,ネズミ
957,Conilurus penicillatus,ネズミ
958,Connochaetes gnou,ヌー
959,Connochaetes taurinus,ヌー
960,Cormura brevirostris,コウモリ
961,Corynorhinus mexicanus,コウモリ
962,Corynorhinus rafinesquii,コウモリ
963,Corynorhinus townsendii,コウモリ
964,Craseomys andersoni,ネズミ
965,Craseomys rex,ネズミ
966,Craseomys smithii,ネズミ
967,Craseonycteris thonglongyai,コウモリ
968,Crateromys australis,ネズミ
969,Crateromys heaneyi,ネズミ
970,Crateromys schadenbergi,ネズミ
971,Cratogeomys bursarius,モグラ
972,Cratogeomys castanops,ネズミ
973,Cratogeomys estor,ネズミ
974,Cratogeomys fulvescens,ネズミ
975,Cratogeomys fumosus,ネズミ
976,Cratogeomys goldmani,ネズミ
977,Cratogeomys gymnurus,ネズミ
978,Cratogeomys merriami,ネズミ
979,Cratogeomys neglectus,ネズミ
980,Cratogeomys perotensis,ネズミ
981,Cratogeomys planiceps,ネズミ
982,Cratogeomys tylorhinus,ネズミ
983,Cratogeomys zinseri,ネズミ
984,Cremnomys cutchicus,ネズミ
985,Cricetomys ansorgei,ネズミ
986,Cricetomys emini,ネズミ
987,Cricetomys gambianus,ネズミ
988,Cricetulus barabensis,ハムスター
989,Cricetulus griseus,ハムスター
990,Cricetulus longicaudatus,ハムスター
991,Cricetulus sokolovi,ハムスター
992,Cricetus cricetus,ハムスター
993,Crocidura absconditus,トガリネズミ
994,Crocidura afeworkbekelei,トガリネズミ
995,Crocidura aleksandrisi,トガリネズミ
996,Crocidura andamanensis,トガリネズミ
997,Crocidura anhuiensis,トガリネズミ
998,Crocidura arispa,トガリネズミ
999,Crocidura armenica,トガリネズミ
1000,Crocidura attenuata,トガリネズミ
1001,Crocidura attila,トガリネズミ
1002,Crocidura australis,トガリネズミ
1003,Crocidura baileyi,トガリネズミ
1004,Crocidura baletei,トガリネズミ
1005,Crocidura balingka,トガリネズミ
1006,Crocidura baluensis,トガリネズミ
1007,Crocidura barapi,トガリネズミ
1008,Crocidura batakorum,トガリネズミ
1009,Crocidura batesi,トガリネズミ
1010,Crocidura beata,トガリネズミ
1011,Crocidura beccarii,トガリネズミ
1012,Crocidura bottegi,トガリネズミ
1013,Crocidura brevicauda,トガリネズミ
1014,Crocidura brunnea,トガリネズミ
1015,Crocidura buettikoferi,トガリネズミ
1016,Crocidura caliginea,トガリネズミ
1017,Crocidura canariensis,トガリネズミ
1018,Crocidura caspica,トガリネズミ
1019,Crocidura caudicrassa,トガリネズミ
1020,Crocidura caudipilosa,トガリネズミ
1021,Crocidura cinderella,トガリネズミ
1022,Crocidura crenata,トガリネズミ
1023,Crocidura crossei,トガリネズミ
1024,Crocidura cyanea,トガリネズミ
1025,Crocidura darvishi,トガリネズミ
1026,Crocidura denti,トガリネズミ
1027,Crocidura dewi,トガリネズミ
1028,Crocidura dolichura,トガリネズミ
1029,Crocidura dongyangjiangensis,トガリネズミ
1030,Crocidura douceti,トガリネズミ
1031,Crocidura dracula,トガリネズミ
1032,Crocidura dsinezumi,トガリネズミ
1033,Crocidura eburnea,トガリネズミ
1034,Crocidura elongata,トガリネズミ
1035,Crocidura fingui,トガリネズミ
1036,Crocidura flavescens,トガリネズミ
1037,Crocidura foetida,トガリネズミ
1038,Crocidura foxi,トガリネズミ
1039,Crocidura fuliginosa,トガリネズミ
1040,Crocidura fulvastra,トガリネズミ
1041,Crocidura fumosa,トガリネズミ
1042,Crocidura fuscomurina,トガリネズミ
1043,Crocidura glassi,トガリネズミ
1044,Crocidura goliath,トガリネズミ
1045,Crocidura grandiceps,トガリネズミ
1046,Crocidura grassei,トガリネズミ
1047,Crocidura grayi,トガリネズミ
1048,Crocidura harenna,トガリネズミ
1050,Crocidura hildegardeae,トガリネズミ
1051,Crocidura hirta,トガリネズミ
1052,Crocidura horsfieldii,トガリネズミ
1053,Crocidura hutanis,トガリネズミ
1054,Crocidura ichnusae,トガリネズミ
1055,Crocidura indochinensis,トガリネズミ
1056,Crocidura jouvenetae,トガリネズミ
1057,Crocidura kegoensis,トガリネズミ
1058,Crocidura kivuana,トガリネズミ
1059,Crocidura lamottei,トガリネズミ
1060,Crocidura lanosa,トガリネズミ
1061,Crocidura lasiura,トガリネズミ
1062,Crocidura latona,トガリネズミ
1063,Crocidura lea,トガリネズミ
1064,Crocidura lepidura,トガリネズミ
1065,Crocidura leucodon,トガリネズミ
1066,Crocidura levicula,トガリネズミ
1067,Crocidura littoralis,トガリネズミ
1068,Crocidura longipes,トガリネズミ
1069,Crocidura lucina,トガリネズミ
1070,Crocidura ludia,トガリネズミ
1071,Crocidura luna,トガリネズミ
1072,Crocidura lusitania,トガリネズミ
1073,Crocidura macmillani,トガリネズミ
1074,Crocidura makeda,トガリネズミ
1075,Crocidura malayana,トガリネズミ
1076,Crocidura maquassiensis,トガリネズミ
1077,Crocidura mariquensis,トガリネズミ
1078,Crocidura maurisca,トガリネズミ
1079,Crocidura maxi,トガリネズミ
1080,Crocidura mdumai,トガリネズミ
1081,Crocidura mediocris,トガリネズミ
1082,Crocidura microelongata,トガリネズミ
1083,Crocidura mindorus,トガリネズミ
1084,Crocidura miya,トガリネズミ
1085,Crocidura monacha,トガリネズミ
1086,Crocidura monax,トガリネズミ
1087,Crocidura monticola,トガリネズミ
1088,Crocidura montis,トガリネズミ
1089,Crocidura munissii,トガリネズミ
1090,Crocidura muricauda,トガリネズミ
1091,Crocidura musseri,トガリネズミ
1092,Crocidura mutesae,トガリネズミ
1093,Crocidura nana,トガリネズミ
1094,Crocidura nanilla,トガリネズミ
1095,Crocidura neglecta,トガリネズミ
1096,Crocidura negligens,トガリネズミ
1097,Crocidura negrina,トガリネズミ
1098,Crocidura newmarki,トガリネズミ
1099,Crocidura nicobarica,トガリネズミ
1100,Crocidura nigeriae,トガリネズミ
1101,Crocidura nigricans,トガリネズミ
1102,Crocidura nigripes,トガリネズミ
1103,Crocidura nimbae,トガリネズミ
1105,Crocidura ninoyi,トガリネズミ
1106,Crocidura niobe,トガリネズミ
1107,Crocidura normalis,トガリネズミ
1108,Crocidura obscurior,トガリネズミ
1109,Crocidura odorata,トガリネズミ
1110,Crocidura olivieri,トガリネズミ
1111,Crocidura ordinaria,トガリネズミ
1112,Crocidura orientalis,トガリネズミ
1113,Crocidura orii,トガリネズミ
1114,Crocidura pachyura,トガリネズミ
1115,Crocidura palawanensis,トガリネズミ
1116,Crocidura pallida,トガリネズミ
1117,Crocidura panayensis,トガリネズミ
1118,Crocidura paradoxura,トガリネズミ
1119,Crocidura parva,トガリネズミ
1120,Crocidura parvipes,トガリネズミ
1121,Crocidura pergrisea,トガリネズミ
1122,Crocidura persica,トガリネズミ
1123,Crocidura phaeura,トガリネズミ
1124,Crocidura phanluongi,トガリネズミ
1125,Crocidura phuquocensis,トガリネズミ
1126,Crocidura poensis,トガリネズミ
1127,Crocidura pseudorhoditis,トガリネズミ
1128,Crocidura quasielongata,トガリネズミ
1129,Crocidura ramona,トガリネズミ
1130,Crocidura rapax,トガリネズミ
1131,Crocidura rhoditis,トガリネズミ
1132,Crocidura roosevelti,トガリネズミ
1133,Crocidura russula,トガリネズミ
1134,Crocidura sapaensis,トガリネズミ
1135,Crocidura serezkyensis,トガリネズミ
1136,Crocidura shantungensis,トガリネズミ
1137,Crocidura sibirica,トガリネズミ
1138,Crocidura sicula,トガリネズミ
1139,Crocidura silacea,トガリネズミ
1140,Crocidura similiturba,トガリネズミ
1141,Crocidura sokolovi,トガリネズミ
1142,Crocidura solita,トガリネズミ
1143,Crocidura somalica,トガリネズミ
1144,Crocidura stenocephala,トガリネズミ
1145,Crocidura suaveolens,トガリネズミ
1146,Crocidura tanakae,トガリネズミ
1147,Crocidura tansaniana,トガリネズミ
1149,Crocidura telfordi,トガリネズミ
1150,Crocidura tenebrosa,トガリネズミ
1151,Crocidura thalia,トガリネズミ
1152,Crocidura theresae,トガリネズミ
1153,Crocidura trichura,トガリネズミ
1154,Crocidura turba,トガリネズミ
1155,Crocidura usambarae,トガリネズミ
1156,Crocidura viaria,トガリネズミ
1157,Crocidura voi,トガリネズミ
1158,Crocidura vorax,トガリネズミ
1159,Crocidura vosmaeri,トガリネズミ
1160,Crocidura watasei,トガリネズミ
1161,Crocidura wimmeri,トガリネズミ
1162,Crocidura wuchihensis,トガリネズミ
1163,Crocidura yaldeni,トガリネズミ
1164,Crocidura zaitsevi,トガリネズミ
1165,Crocidura zaodon,トガリネズミ
1166,Crocidura zarudnyi,トガリネズミ
1167,Crocidura zimmermanni,トガリネズミ
1168,Crocuta crocuta,ハイエナ
1169,Crossarchus alexandri,マングース
1170,Crossarchus ansorgei,マングース
1171,Crossarchus obscurus,マングース
1172,Crossarchus platycephalus,マングース
1174,Crossomys moncktoni,ネズミ
1175,Crunomys celebensis,ネズミ
1176,Crunomys fallax,ネズミ
1177,Crunomys melanius,ネズミ
1178,Crunomys suncoides,ネズミ
1181,Cryptomys anomalus,モグラ
1182,Cryptomys holosericeus,モグラ
1183,Cryptomys hottentotus,モグラ
1184,Cryptomys mahali,モグラ
1185,Cryptomys nimrodi,モグラ
1186,Cryptomys pretoriae,モグラ
1187,Cryptonanus agricolai,ネズミ
1188,Cryptonanus chacoensis,ネズミ
1192,Cryptotis alticolus,モグラ
1193,Cryptotis berlandieri,モグラ
1194,Cryptotis celaque,モグラ
1195,Cryptotis evaristoi,モグラ
1196,Cryptotis goldmani,モグラ
1197,Cryptotis goodwini,モグラ
1198,Cryptotis gracilis,モグラ
1199,Cryptotis griseoventris,モグラ
1200,Cryptotis lacertosus,モグラ
1201,Cryptotis magnus,モグラ
1202,Cryptotis mam,モグラ
1203,Cryptotis mayensis,モグラ
1204,Cryptotis mccarthyi,モグラ
1205,Cryptotis merriami,モグラ
1206,Cryptotis mexicanus,モグラ
1207,Cryptotis montivagus,モグラ
1208,Cryptotis nelsoni,モグラ
1209,Cryptotis niausa,モグラ
1210,Cryptotis nigrescens,モグラ
1211,Cryptotis obscurus,モグラ
1212,Cryptotis oreoryctes,モグラ
1213,Cryptotis orophilus,モグラ
1214,Cryptotis parvus,モグラ
1215,Cryptotis peregrinus,モグラ
1216,Cryptotis phillipsii,モグラ
1217,Cryptotis soricinus,モグラ
1218,Cryptotis thomasi,モグラ
1219,Cryptotis tropicalis,モグラ
1222,Ctenomys andersoni,ネズミ
1223,Ctenomys argentinus,ネズミ
1225,Ctenomys azarae,ネズミ
1228,Ctenomys boliviensis,ネズミ
1229,Ctenomys bonettoi,ネズミ
1230,Ctenomys brasiliensis,ネズミ
1234,Ctenomys conoveri,ネズミ
1235,Ctenomys contrerasi,ネズミ
1236,Ctenomys coyhaiquensis,ネズミ
1237,Ctenomys dorbignyi,ネズミ
1239,Ctenomys eileenae,ネズミ
1240,Ctenomys emilianus,ネズミ
1243,Ctenomys flamarioni,ネズミ
1244,Ctenomys fochi,ネズミ
1245,Ctenomys fodax,ネズミ
1247,Ctenomys fulvus,ネズミ
1248,Ctenomys goodfellowi,ネズミ
1250,Ctenomys heniacamiare,ネズミ
1252,Ctenomys johannis,ネズミ
1253,Ctenomys juris,ネズミ
1254,Ctenomys lami,ネズミ
1257,Ctenomys leucodon,ネズミ
1258,Ctenomys lewisi,ネズミ
1259,Ctenomys magellanicus,ネズミ
1261,Ctenomys mendocinus,ネズミ
1262,Ctenomys minutus,ネズミ
1263,Ctenomys nattereri,ネズミ
1264,Ctenomys occultus,ネズミ
1265,Ctenomys opimus,ネズミ
1267,Ctenomys pearsoni,ネズミ
1268,Ctenomys perrensi,ネズミ
1269,Ctenomys pilarensis,ネズミ
1270,Ctenomys plebiscitum,ネズミ
1272,Ctenomys porteousi,ネズミ
1273,Ctenomys pulcer,ネズミ
1274,Ctenomys pundti,ネズミ
1275,Ctenomys rionegrensis,ネズミ
1276,Ctenomys robore,ネズミ
1277,Ctenomys roigi,ネズミ
1281,Ctenomys sericeus,ネズミ
1282,Ctenomys sociabilis,ネズミ
1284,Ctenomys talarum,ネズミ
1285,Ctenomys thalesi,ネズミ
1286,Ctenomys torquatus,ネズミ
1288,Ctenomys tucumanus,ネズミ
1289,Ctenomys uco,ネズミ
1290,Ctenomys verzi,ネズミ
1291,Ctenomys yatesi,ネズミ
1292,Ctenomys yolandae,ネズミ
1295,Cuon alpinus,オオカミ
1296,Cuscomys ashaninka,ネズミ
1297,Cyclopes didactylus,アリクイ
1298,Cyclopes rufus,アリクイ
1299,Cyclopes xinguensis,アリクイ
1300,Cynictis penicillata,マングース
1301,Cynocephalus volans,フクロモモンガ
1303,Cynomops abrasus,コウモリ
1304,Cynomops greenhalli,コウモリ
1305,Cynomops kuizha,コウモリ
1306,Cynomops mexicanus,コウモリ
1307,Cynomops paranus,コウモリ
1308,Cynomops planirostris,コウモリ
1309,Cynomys gunnisoni,プレーリードッグ
1310,Cynomys leucurus,プレーリードッグ
1311,Cynomys ludovicianus,プレーリードッグ
1312,Cynomys mexicanus,プレーリードッグ
1313,Cynomys parvidens,プレーリードッグ
1314,Cynopterus brachyotis,コウモリ
1315,Cynopterus horsfieldii,コウモリ
1316,Cynopterus nusatenggara,コウモリ
1317,Cynopterus sphinx,コウモリ
1318,Cynopterus titthaecheilus,コウモリ
1319,Cystophora cristata,アザラシ
1320,Cyttarops alecto,コウモリ
1321,Dacnomys millardi,ネズミ
1322,Dactylomys boliviensis,ネズミ
1323,Dactylomys dactylinus,ネズミ
1324,Dactylomys peruanus,ネズミ
1327,Dama dama,シカ
1328,Dama mesopotamica,シカ
1331,Daptomys ferreirai,ネズミ
1332,Daptomys mussoi,ネズミ
1336,Dasymys incomtus,ネズミ
1337,Dasymys montanus,ネズミ
1338,Dasymys rufulus,ネズミ
1340,Dasyprocta fuliginosa,アグーチ
1342,Dasyprocta leporina,アグーチ
1343,Dasyprocta punctata,アグーチ
1345,Dasypus bellus,アルマジロ
1346,Dasypus beniensis,アルマジロ
1347,Dasypus guianensis,アルマジロ
1348,Dasypus hybridus,アルマジロ
1349,Dasypus kappleri,アルマジロ
1350,Dasypus novemcinctus,アルマジロ
1351,Dasypus pastasae,アルマジロ
1352,Dasypus pilosus,アルマジロ
1353,Dasypus sabanicola,アルマジロ
1354,Dasypus septemcinctus,アルマジロ
1355,Dasypus yepesi,アルマジロ
1358,Dasyurus geoffroii,フクロネコ
1359,Dasyurus hallucatus,フクロネコ
1360,Dasyurus maculatus,フクロネコ
1362,Dasyurus viverrinus,フクロネコ
1363,Daubentonia madagascariensis,アイアイ
1364,Delanymys brooksi,ネズミ
1365,Delomys altimontanus,ネズミ
1366,Delomys collinus,ネズミ
1367,Delomys dorsalis,ネズミ
1368,Delomys sublineatus,ネズミ
1369,Delphinapterus leucas,シロイルカ
1370,Delphinus bairdii,イルカ
1371,Delphinus capensis,イルカ
1372,Delphinus delphis,イルカ
1373,Delphinus tropicalis,イルカ
1374,Deltamys araucaria,ネズミ
1375,Deltamys kempi,ネズミ
1376,Dendrogale melanura,リス
1377,Dendrogale murina,リス
1381,Dendrolagus bennettianus,カンガルー
1382,Dendrolagus dorianus,カンガルー
1383,Dendrolagus goodfellowi,カンガルー
1384,Dendrolagus inustus,カンガルー
1385,Dendrolagus lumholtzi,カンガルー
1386,Dendrolagus matschiei,カンガルー
1387,Dendrolagus mbaiso,カンガルー
1388,Dendrolagus notatus,カンガルー
1389,Dendrolagus pulcherrimus,カンガルー
1390,Dendrolagus scottae,カンガルー
1391,Dendrolagus spadix,カンガルー
1392,Dendrolagus stellarum,カンガルー
1393,Dendrolagus ursinus,カンガルー
1394,Dendromus insignis,ネズミ
1395,Dendromus kumasi,ネズミ
1396,Dendromus lachaisei,ネズミ
1397,Dendromus lovati,ネズミ
1398,Dendromus melanotis,ネズミ
1399,Dendromus mesomelas,ネズミ
1400,Dendromus messorius,ネズミ
1401,Dendromus mystacalis,ネズミ
1402,Dendromus nikolausi,ネズミ
1403,Dendromus nyasae,ネズミ
1404,Dendromus nyikae,ネズミ
1405,Dendromus oreas,ネズミ
1406,Dendromus pecilei,ネズミ
1407,Dendromus ruppi,ネズミ
1408,Deomys ferrugineus,ネズミ
1409,Dephomys defua,ネズミ
1410,Dermanura bogotensis,コウモリ
1411,Dermanura gnomus,コウモリ
1412,Dermanura incomitata,コウモリ
1413,Dermanura phaeotis,コウモリ
1414,Dermanura rava,コウモリ
1415,Desmalopex leucoptera,コウモリ
1416,Desmalopex microleucoptera,コウモリ
1417,Desmana moschata,モグラ
1418,Desmodilliscus braueri,ネズミ
1419,Desmodillus auricularis,ネズミ
1420,Desmodus rotundus,コウモリ
1421,Desmomys harringtoni,ネズミ
1422,Diaemus youngi,コウモリ
1423,Dicerorhinus sumatrensis,サイ
