number,scientific_name,english_common_name,japanese_common_name
620,Camelus dromedarius,Dromedary Camel,ラクダ
621,Camelus ferus,Wild Bactrian Camel,ラクダ
622,Camelus knoblochi,Camel,ラクダ
623,Canis adustus,Jackal,イヌ
624,Canis aureus,Jackal,ジャッカル
625,Canis himalayensis,Himalayan Wolf,オオカミ
626,Canis indica,Dog,イヌ
627,Canis latrans,Coyote,コヨーテ
628,Canis lupaster,Wolf,オオカミ
629,Canis lupus,Wolf,オオカミ
630,Canis mesomelas,Jackal,ジャッカル
631,Canis rufus,Red Wolf,オオカミ
632,Canis simensis,Wolf,オオカミ
633,Cannomys badius,None,ネズミ
634,Cansumys canus,Mouse,ネズミ
635,Caperea marginata,Whale,クジラ
636,Capra aegagrus,Goat,ヤギ
637,Capra caucasica,Goat,ヤギ
638,Capra cylindricornis,Goat,ヤギ
639,Capra falconeri,Markhor,ヤギ
640,Capra hircus,Goat,ヤギ
641,Capra ibex,Ibex,ヤギ
642,Capra nubiana,Nubian Ibex,ヤギ
643,Capra pyrenaica,Ibex,ヤギ
644,Capra sibirica,Siberian Ibex,ヤギ
645,Capra walie,Walia Ibex,ヤギ
646,Capreolus capreolus,Roe Deer,ノロジカ
647,Capreolus pygargus,Roe Deer,シカ
648,Capricornis crispus,Japanese Serow,ニホンカモシカ
649,Capricornis milneedwardsii,Serow,カモシカ
650,Capricornis rubidus,Serow,ヤギ
651,Capricornis sumatraensis,Serow,カモシカ
652,Capricornis swinhoei,None,カモシカ
653,Capricornis thar,Serow,ヤギ
654,Caprolagus hispidus,Hare,ウサギ
655,Capromys geayi,None,なし
656,Capromys pilorides,None,ネズミ
657,Caracal caracal,Caracal,オオヤマネコ
658,Cardiocranius paradoxus,Mouse,ネズミ
659,Cardioderma cor,Bat,コウモリ
660,Carlito syrichta,Tarsier,メガネザル
661,Carollia benkeithi,Bat,コウモリ
662,Carollia brevicauda,Bat,コウモリ
663,Carollia castanea,Bat,コウモリ
664,Carollia manu,Bat,コウモリ
665,Carollia perspicillata,Bat,コウモリ
666,Carollia sowelli,Bat,コウモリ
667,Carollia subrufa,Bat,コウモリ
668,Carpitalpa arendsi,Mole,モグラ
669,Carpomys melanurus,Mouse,ネズミ
670,Carpomys phaeurus,Mouse,ネズミ
671,Carterodon sulcidens,None,ネズミ
672,Casinycteris argynnis,Bat,コウモリ
673,Casinycteris campomaanensis,Bat,コウモリ
674,Casinycteris ophiodon,Bat,コウモリ
675,Cassistrellus dimissus,Bat,コウモリ
676,Cassistrellus yokdonensis,Bat,コウモリ
677,Castor canadensis,Beaver,ビーバー
678,Castor fiber,Beaver,ビーバー
679,Castoria angustidens,None,ビーバー
680,Castoroides ohioensis,Giant Beaver,ビーバー
681,Catagonus wagneri,Peccary,イノシシ
682,Catopuma badia,Cat,なし
683,Catopuma temminckii,Golden Cat,なし
684,Cavia aperea,Guinea Pig,モルモット
685,Cavia cutleri,Guinea Pig,モルモット
686,Cavia fulgida,Guinea Pig,モルモット
687,Cavia magna,Guinea Pig,モルモット
688,Cavia patzelti,Guinea Pig,モルモット
689,Cavia porcellus,Guinea Pig,モルモット
690,Cavia tschudii,Guinea Pig,モルモット
691,Cebuella niveiventris,Pygmy Marmoset,サル
692,Cebuella pygmaea,Pygmy Marmoset,ピグミーマーモセット
693,Cebus aequatorialis,Monkey,サル
694,Cebus albifrons,Monkey,サル
695,Cebus capucinus,Monkey,サル
696,Cebus castaneus,Monkey,サル
697,Cebus imitator,Monkey,サル
698,Cebus kaapori,Monkey,サル
699,Cebus olivaceus,Monkey,サル
700,Cebus unicolor,Monkey,サル
701,Cebus versicolor,Monkey,サル
702,Centronycteris centralis,Bat,コウモリ
703,Centronycteris maximiliani,Bat,コウモリ
704,Centurio senex,Bat,コウモリ
705,Cephalopachus bancanus,Tarsier,メガネザル
706,Cephalophorus callipygus,Duiker,なし
707,Cephalophorus leucogaster,Duiker,なし
708,Cephalophorus natalensis,Duiker,なし
709,Cephalophorus niger,Duiker,なし
710,Cephalophorus nigrifrons,Duiker,なし
711,Cephalophorus ogilbyi,Duiker,なし
712,Cephalophorus rubidus,None,なし
713,Cephalophorus rufilatus,None,なし
714,Cephalophorus weynsi,None,なし
715,Cephalophula zebra,Zebra Duiker,シマウマ
716,Cephalophus dorsalis,Duiker,なし
717,Cephalophus harveyi,Antelope,なし
718,Cephalophus jentinki,Duiker,なし
719,Cephalophus silvicultor,Duiker,なし
720,Cephalophus spadix,Antelope,なし
721,Cephalorhynchus commersonii,Dolphin,イルカ
722,Cephalorhynchus eutropia,Dolphin,イルカ
723,Cephalorhynchus heavisidii,Dolphin,イルカ
724,Cephalorhynchus hectori,Dolphin,イルカ
725,Ceratotherium simum,White Rhinoceros,サイ
726,Cercartetus caudatus,Possum,なし
727,Cercartetus concinnus,Mouse,なし
728,Cercartetus lepidus,Mouse,なし
729,Cercartetus nana,Pygmy Possum,なし
730,Cercocebus agilis,Monkey,サル
731,Cercocebus atys,Monkey,サル
732,Cercocebus chrysogaster,Monkey,サル
733,Cercocebus galeritus,Monkey,サル
734,Cercocebus lunulatus,Monkey,サル
735,Cercocebus torquatus,Monkey,サル
736,Cercopithecus albogularis,Monkey,サル
737,Cercopithecus ascanius,Monkey,サル
738,Cercopithecus campbelli,Monkey,サル
739,Cercopithecus cephus,Monkey,サル
740,Cercopithecus denti,Monkey,サル
741,Cercopithecus diana,Monkey,サル
742,Cercopithecus doggetti,Monkey,サル
743,Cercopithecus erythrogaster,Monkey,サル
744,Cercopithecus erythrotis,Monkey,サル
745,Cercopithecus hamlyni,Monkey,サル
746,Cercopithecus kandti,Monkey,サル
747,Cercopithecus lomamiensis,Monkey,サル
748,Cercopithecus mitis,Monkey,サル
749,Cercopithecus mona,Monkey,サル
750,Cercopithecus neglectus,Monkey,サル
751,Cercopithecus nictitans,Monkey,サル
752,Cercopithecus petaurista,Monkey,サル
753,Cercopithecus pogonias,Monkey,サル
754,Cercopithecus roloway,Monkey,サル
755,Cercopithecus sclateri,Monkey,サル
756,Cercopithecus wolfi,Monkey,サル
757,Cerdocyon thous,Fox,キツネ
758,Cerradomys akroai,Mouse,ネズミ
759,Cerradomys goytaca,Mouse,ネズミ
760,Cerradomys langguthi,Mouse,ネズミ
761,Cerradomys maracajuensis,Mouse,ネズミ
762,Cerradomys marinhus,Mouse,ネズミ
763,Cerradomys scotti,Mouse,ネズミ
764,Cerradomys subflavus,Mouse,ネズミ
765,Cerradomys vivoi,Mouse,ネズミ
766,Cervus albirostris,Deer,シカ
767,Cervus canadensis,Elk,エルク
768,Cervus elaphus,Deer,シカ
769,Cervus hanglu,Deer,シカ
770,Cervus nippon,Sika Deer,シカ
771,Chacodelphys formosa,None,なし
772,Chaeropus ecaudatus,Pig-footed Bandicoot,なし
773,Chaetodipus ammophilus,Mouse,ネズミ
774,Chaetodipus arenarius,Mouse,ネズミ
775,Chaetodipus artus,Mouse,ネズミ
776,Chaetodipus baileyi,Mouse,ネズミ
777,Chaetodipus californicus,Mouse,ネズミ
778,Chaetodipus collis,Mouse,ネズミ
779,Chaetodipus dalquesti,Mouse,ネズミ
780,Chaetodipus durangae,Mouse,ネズミ
781,Chaetodipus eremicus,Mouse,ネズミ
782,Chaetodipus fallax,Mouse,ネズミ
783,Chaetodipus formosus,Mouse,ネズミ
784,Chaetodipus goldmani,Mouse,ネズミ
785,Chaetodipus hispidus,Mouse,ネズミ
786,Chaetodipus intermedius,Mouse,ネズミ
787,Chaetodipus nelsoni,Mouse,ネズミ
788,Chaetodipus penicillatus,Pocket Mouse,ネズミ
789,Chaetodipus pernix,Mouse,ネズミ
790,Chaetodipus rudinoris,Mouse,ネズミ
791,Chaetodipus spinatus,Mouse,ネズミ
792,Chaetomys subspinosus,Porcupine,ヤマアラシ
793,Chaetophractus vellerosus,Armadillo,アルマジロ
794,Chaetophractus villosus,Armadillo,アルマジロ
795,Chalinolobus dwyeri,Bat,コウモリ
796,Chalinolobus gouldii,Bat,コウモリ
797,Chalinolobus morio,Bat,コウモリ
798,Chalinolobus neocaledonicus,Bat,コウモリ
799,Chalinolobus nigrogriseus,Bat,コウモリ
800,Chalinolobus picatus,Bat,コウモリ
801,Chalinolobus tuberculatus,Bat,コウモリ
802,Cheirogaleus andysabini,None,なし
803,Cheirogaleus crossleyi,Mouse Lemur,サル
804,Cheirogaleus grovesi,None,サル
805,Cheirogaleus lavasoensis,None,なし
806,Cheirogaleus major,Dwarf Lemur,サル
807,Cheirogaleus medius,Mouse Lemur,サル
808,Cheirogaleus minusculus,None,サル
809,Cheirogaleus shethi,None,サル
810,Cheirogaleus sibreei,Lemur,サル
811,Cheiromeles parvidens,Bat,コウモリ
812,Cheiromeles torquatus,Bat,コウモリ
813,Chelemys megalonyx,Mouse,ネズミ
814,Cheracebus lucifer,Monkey,サル
815,Cheracebus lugens,Monkey,サル
816,Cheracebus medemi,Monkey,サル
817,Cheracebus purinus,Monkey,サル
818,Cheracebus regulus,Monkey,サル
819,Cheracebus torquatus,Monkey,サル
820,Chibchanomys orcesi,Mouse,なし
821,Chibchanomys trichotis,Mouse,ネズミ
822,Chilomys instans,Mouse,ネズミ
823,Chilonatalus micropus,Bat,コウモリ
824,Chilonatalus tumidifrons,Bat,コウモリ
825,Chimaerodipus auritus,None,ネズミ
826,Chimarrogale himalayica,Water Shrew,モグラ
827,Chimarrogale leander,Water Shrew,モグラ
828,Chimarrogale phaeura,Shrew,モグラ
829,Chimarrogale platycephalus,Water Shrew,カワネズミ
830,Chimarrogale styani,Water Shrew,モグラ
831,Chimarrogale varennei,Shrew,モグラ
832,Chinchilla chinchilla,Chinchilla,チンチラ
833,Chinchilla lanigera,Chinchilla,チンチラ
834,Chinchillula sahamae,None,チンチラ
835,Chionomys gud,Mouse,ネズミ
836,Chionomys nivalis,Mouse,ネズミ
837,Chionomys roberti,Mouse,ネズミ
838,Chiroderma doriae,Bat,コウモリ
839,Chiroderma gorgasi,Bat,コウモリ
840,Chiroderma improvisum,Bat,コウモリ
841,Chiroderma salvini,Bat,コウモリ
842,Chiroderma scopaeum,Bat,コウモリ
843,Chiroderma trinitatum,Bat,コウモリ
844,Chiroderma villosum,Bat,コウモリ
845,Chiromyscus chiropus,Mouse,ネズミ
846,Chiromyscus langbianis,Mouse,ネズミ
847,Chiromyscus thomasi,Mouse,ネズミ
848,Chironax melanocephalus,Bat,コウモリ
849,Chironectes minimus,Water Opossum,なし
850,Chiropodomys gliroides,Mouse,ネズミ
851,Chiropodomys major,Mouse,ネズミ
852,Chiropodomys pusillus,Mouse,ネズミ
853,Chiropotes albinasus,Monkey,サル
854,Chiropotes chiropotes,Monkey,サル
855,Chiropotes israelita,Monkey,サル
856,Chiropotes sagulatus,Monkey,サル
857,Chiropotes satanas,Monkey,サル
858,Chiropotes utahickae,Monkey,サル
859,Chiruromys vates,Mouse,ネズミ
860,Chlamyphorus truncatus,Pink Fairy Armadillo,アルマジロ
861,Chlorocebus aethiops,Monkey,サル
862,Chlorocebus cynosuros,Monkey,サル
863,Chlorocebus djamdjamensis,Monkey,サル
864,Chlorocebus dryas,Monkey,サル
865,Chlorocebus pygerythrus,Monkey,サル
866,Chlorocebus sabaeus,Monkey,サル
867,Chlorocebus tantalus,Monkey,サル
868,Chlorotalpa duthieae,Mole,モグラ
869,Chlorotalpa sclateri,Mole,モグラ
870,Chodsigoa caovansunga,None,なし
871,Chodsigoa dabieshanensis,None,モグラ
872,Chodsigoa furva,Shrew,モグラ
873,Chodsigoa hoffmanni,None,モグラ
874,Chodsigoa hypsibia,Shrew,モグラ
875,Chodsigoa parca,Shrew,モグラ
876,Chodsigoa parva,Shrew,モグラ
877,Chodsigoa smithii,Shrew,モグラ
878,Chodsigoa sodalis,Shrew,モグラ
879,Choeroniscus godmani,Bat,コウモリ
880,Choeroniscus minor,Bat,コウモリ
881,Choeronycteris mexicana,Bat,コウモリ
882,Choloepus didactylus,Two-toed Sloth,ナマケモノ
883,Choloepus hoffmanni,Sloth,ナマケモノ
884,Chrotogale owstoni,Civet,なし
885,Chrotomys gonzalesi,Mouse,ネズミ
886,Chrotomys mindorensis,Mouse,ネズミ
887,Chrotomys sibuyanensis,Mouse,ネズミ
888,Chrotomys silaceus,Mouse,ネズミ
889,Chrotomys whiteheadi,Mouse,ネズミ
890,Chrotopterus auritus,Bat,コウモリ
891,Chrysochloris asiatica,Golden Mole,モグラ
892,Chrysochloris stuhlmanni,None,モグラ
893,Chrysocyon brachyurus,Maned Wolf,オオカミ
894,Chrysospalax trevelyani,Golden Mole,モグラ
895,Chrysospalax villosus,Golden Mole,モグラ
896,Cistugo lesueuri,Bat,コウモリ
897,Cistugo seabrae,Bat,コウモリ
898,Civettictis civetta,Civet,ジャコウネコ
899,Clethrionomys centralis,Mouse,ネズミ
900,Clethrionomys gapperi,Mouse,ネズミ
901,Clethrionomys rutilus,Vole,ネズミ
902,Cloeotis percivali,Bat,コウモリ
903,Clyomys bishopi,None,ネズミ
904,Clyomys laticeps,None,ネズミ
905,Cnephaeus anatolicus,None,なし
906,Cnephaeus bottae,None,なし
907,Cnephaeus gobiensis,None,なし
908,Cnephaeus hottentotus,None,なし
909,Cnephaeus isabellinus,None,なし
910,Cnephaeus japonensis,None,なし
911,Cnephaeus nilssonii,Bat,コウモリ
912,Cnephaeus ognevi,None,なし
913,Cnephaeus pachyomus,None,なし
914,Cnephaeus serotinus,None,なし
915,Cnephaeus tatei,None,なし
916,Coccymys ruemmleri,Mouse,ネズミ
917,Coelodonta antiquitatis,Woolly Rhinoceros,なし
918,Coelops frithii,Bat,コウモリ
919,Coelops robinsoni,Bat,コウモリ
920,Coendou baturitensis,Porcupine,ヤマアラシ
921,Coendou bicolor,Porcupine,ヤマアラシ
922,Coendou ichillus,Porcupine,ヤマアラシ
923,Coendou insidiosus,Porcupine,ヤマアラシ
924,Coendou melanurus,Porcupine,ヤマアラシ
925,Coendou mexicanus,Porcupine,ヤマアラシ
926,Coendou nycthemera,Porcupine,ヤマアラシ
927,Coendou prehensilis,Porcupine,ヤマアラシ
928,Coendou pruinosus,Porcupine,ヤマアラシ
929,Coendou quichua,Porcupine,ヤマアラシ
930,Coendou roosmalenorum,Porcupine,ヤマアラシ
931,Coendou rufescens,Porcupine,ヤマアラシ
932,Coendou speratus,Porcupine,ヤマアラシ
933,Coendou spinosus,Porcupine,ヤマアラシ
934,Coendou vestitus,Porcupine,ヤマアラシ
935,Coendou villosus,Porcupine,ヤマアラシ
936,Coleura afra,Bat,コウモリ
937,Coleura kibomalandy,Bat,コウモリ
938,Coleura seychellensis,Bat,コウモリ
939,Colobus angolensis,Monkey,サル
940,Colobus guereza,Monkey,サル
941,Colobus polykomos,Monkey,サル
942,Colobus satanas,Monkey,サル
943,Colobus vellerosus,Monkey,サル
944,Colomys eisentrauti,Mouse,ネズミ
945,Colomys goslingi,Mouse,ネズミ
946,Colomys lumumbai,Mouse,ネズミ
947,Colomys wologizi,Mouse,ネズミ
948,Condylura cristata,Star-nosed Mole,モグラ
949,Conepatus chinga,Skunk,スカンク
950,Conepatus leuconotus,Skunk,スカンク
951,Conepatus mesoleucus,Skunk,スカンク
952,Conepatus semistriatus,Skunk,スカンク
953,Congomys verschureni,Mouse,ネズミ
954,Congosorex phillipsorum,None,モグラ
955,Congosorex verheyeni,None,モグラ
956,Conilurus albipes,Mouse,ネズミ
957,Conilurus penicillatus,Mouse,ネズミ
958,Connochaetes gnou,Wildebeest,ヌー
959,Connochaetes taurinus,Wildebeest,ヌー
960,Cormura brevirostris,Bat,コウモリ
961,Corynorhinus mexicanus,Bat,コウモリ
962,Corynorhinus rafinesquii,Bat,コウモリ
963,Corynorhinus townsendii,Bat,コウモリ
964,Craseomys andersoni,Vole,ネズミ
965,Craseomys rex,Vole,ネズミ
966,Craseomys smithii,Vole,ネズミ
967,Craseonycteris thonglongyai,Bat,コウモリ
968,Crateromys australis,None,ネズミ
969,Crateromys heaneyi,None,ネズミ
970,Crateromys schadenbergi,None,ネズミ
971,Cratogeomys bursarius,Gopher,モグラ
972,Cratogeomys castanops,Gopher,ネズミ
973,Cratogeomys estor,Gopher,ネズミ
974,Cratogeomys fulvescens,Gopher,ネズミ
975,Cratogeomys fumosus,Gopher,ネズミ
976,Cratogeomys goldmani,Gopher,ネズミ
977,Cratogeomys gymnurus,Gopher,ネズミ
978,Cratogeomys merriami,Gopher,ネズミ
979,Cratogeomys neglectus,Gopher,ネズミ
980,Cratogeomys perotensis,Gopher,ネズミ
981,Cratogeomys planiceps,Gopher,ネズミ
982,Cratogeomys tylorhinus,Gopher,ネズミ
983,Cratogeomys zinseri,Gopher,ネズミ
984,Cremnomys cutchicus,Mouse,ネズミ
985,Cricetomys ansorgei,Rat,ネズミ
986,Cricetomys emini,Rat,ネズミ
987,Cricetomys gambianus,Giant Pouched Rat,ネズミ
988,Cricetulus barabensis,Hamster,ハムスター
989,Cricetulus griseus,Hamster,ハムスター
990,Cricetulus longicaudatus,Hamster,ハムスター
991,Cricetulus sokolovi,Hamster,ハムスター
992,Cricetus cricetus,Hamster,ハムスター
993,Crocidura absconditus,Shrew,トガリネズミ
994,Crocidura afeworkbekelei,Shrew,トガリネズミ
995,Crocidura aleksandrisi,Shrew,トガリネズミ
996,Crocidura andamanensis,Shrew,トガリネズミ
997,Crocidura anhuiensis,Shrew,トガリネズミ
998,Crocidura arispa,Shrew,トガリネズミ
999,Crocidura armenica,Shrew,トガリネズミ
1000,Crocidura attenuata,Shrew,トガリネズミ
1001,Crocidura attila,Shrew,トガリネズミ
1002,Crocidura australis,Shrew,トガリネズミ
1003,Crocidura baileyi,Shrew,トガリネズミ
1004,Crocidura baletei,Shrew,トガリネズミ
1005,Crocidura balingka,Shrew,トガリネズミ
1006,Crocidura baluensis,Shrew,トガリネズミ
1007,Crocidura barapi,Shrew,トガリネズミ
1008,Crocidura batakorum,Shrew,トガリネズミ
1009,Crocidura batesi,Shrew,トガリネズミ
1010,Crocidura beata,Shrew,トガリネズミ
1011,Crocidura beccarii,Shrew,トガリネズミ
1012,Crocidura bottegi,Shrew,トガリネズミ
1013,Crocidura brevicauda,Shrew,トガリネズミ
1014,Crocidura brunnea,Shrew,トガリネズミ
1015,Crocidura buettikoferi,Shrew,トガリネズミ
1016,Crocidura caliginea,Shrew,トガリネズミ
1017,Crocidura canariensis,Shrew,トガリネズミ
1018,Crocidura caspica,Shrew,トガリネズミ
1019,Crocidura caudicrassa,Shrew,トガリネズミ
1020,Crocidura caudipilosa,Shrew,トガリネズミ
1021,Crocidura cinderella,Shrew,トガリネズミ
1022,Crocidura crenata,Shrew,トガリネズミ
1023,Crocidura crossei,Shrew,トガリネズミ
1024,Crocidura cyanea,Shrew,トガリネズミ
1025,Crocidura darvishi,Shrew,トガリネズミ
1026,Crocidura denti,Shrew,トガリネズミ
1027,Crocidura dewi,Shrew,トガリネズミ
1028,Crocidura dolichura,Shrew,トガリネズミ
1029,Crocidura dongyangjiangensis,Shrew,トガリネズミ
1030,Crocidura douceti,Shrew,トガリネズミ
1031,Crocidura dracula,Shrew,トガリネズミ
1032,Crocidura dsinezumi,Shrew,トガリネズミ
1033,Crocidura eburnea,Shrew,トガリネズミ
1034,Crocidura elongata,Shrew,トガリネズミ
1035,Crocidura fingui,Shrew,トガリネズミ
1036,Crocidura flavescens,Shrew,トガリネズミ
1037,Crocidura foetida,Shrew,トガリネズミ
1038,Crocidura foxi,Shrew,トガリネズミ
1039,Crocidura fuliginosa,Shrew,トガリネズミ
1040,Crocidura fulvastra,Shrew,トガリネズミ
1041,Crocidura fumosa,Shrew,トガリネズミ
1042,Crocidura fuscomurina,Shrew,トガリネズミ
1043,Crocidura glassi,Shrew,トガリネズミ
1044,Crocidura goliath,Shrew,トガリネズミ
1045,Crocidura grandiceps,Shrew,トガリネズミ
1046,Crocidura grassei,Shrew,トガリネズミ
1047,Crocidura grayi,Shrew,トガリネズミ
1048,Crocidura harenna,Shrew,トガリネズミ
1049,Crocidura hikmiya,Shrew,なし
1050,Crocidura hildegardeae,Shrew,トガリネズミ
1051,Crocidura hirta,Shrew,トガリネズミ
1052,Crocidura horsfieldii,Shrew,トガリネズミ
1053,Crocidura hutanis,Shrew,トガリネズミ
1054,Crocidura ichnusae,Shrew,トガリネズミ
1055,Crocidura indochinensis,Shrew,トガリネズミ
1056,Crocidura jouvenetae,Shrew,トガリネズミ
1057,Crocidura kegoensis,Shrew,トガリネズミ
1058,Crocidura kivuana,Shrew,トガリネズミ
1059,Crocidura lamottei,Shrew,トガリネズミ
1060,Crocidura lanosa,Shrew,トガリネズミ
1061,Crocidura lasiura,Shrew,トガリネズミ
1062,Crocidura latona,Shrew,トガリネズミ
1063,Crocidura lea,Shrew,トガリネズミ
1064,Crocidura lepidura,Shrew,トガリネズミ
1065,Crocidura leucodon,Shrew,トガリネズミ
1066,Crocidura levicula,Shrew,トガリネズミ
1067,Crocidura littoralis,Shrew,トガリネズミ
1068,Crocidura longipes,Shrew,トガリネズミ
1069,Crocidura lucina,Shrew,トガリネズミ
1070,Crocidura ludia,Shrew,トガリネズミ
1071,Crocidura luna,Shrew,トガリネズミ
1072,Crocidura lusitania,Shrew,トガリネズミ
